Dates,Account name,Customer ID,Campaign,Campaign bid strategy,Currency code,Cost,Impr.,Search impr. share,Search lost IS (budget),Search lost IS (rank),Clicks,Click share,Phone calls,Conversions,Cost / conv.,Avg. target CPA,Marchex Landing Page Calls,Marchex Landing Page Calls,Marchex Landing Page Calls,Marchex Landing Page Calls,Marchex Landing Page Calls,Reservation Confirmation (Google Pixel),Reservation Confirmation (Google Pixel),Reservation Confirmation (Google Pixel),Reservation Confirmation (Google Pixel),Reservation Confirmation (Google Pixel),Total Available Impr.,Lost to Budget,Lost to Rank,LP Calls,Web Reservations,Calls,Resv.,Main Conversions,tCPA,Brand,Engine,Camp Type,Category,Category 1,Category 2,Region,Category 3
"February 22, 2026 - February 28, 2026",Mavis Discount Tire,685-916-8798,ADT_G_SEM_NB TIRES_NEW YORK_TIRES,ADT - New York - Maximize Conversions - Non-Brand - Tires,USD,1797.66,11202,0.4746,0,0.5254,725,0.372,78,219.96,8.17,0,0,0,11,0,0,0,0,22.77,0,0,23603,0,12401.0162,11,22.77,89,23,112,7.5,ADT,G,SEM,NB TIRES,NB TIRES,0,NEW YORK,TIRES
"February 22, 2026 - February 28, 2026",Mavis Discount Tire,685-916-8798,MAVIS_G_SEM_NB SERVICE_NORTH CAROLINAS_BRAKES,MAVIS - North Carolinas 2 - Maximize Conversions - Non-Brand - Brakes,USD,2845.14,11109,0.3038,0.0218,0.6745,995,0.3174,264,333.25,8.54,0,0,0,8.25,0,0,0,0,71.92,0,0,36567,797.1606,24664.4415,8.25,71.92,272,72,344,6.5,MAVIS,G,SEM,NB BRAKES,NB SERVICE,0,NORTH CAROLINA,BRAKES
"February 22, 2026 - February 28, 2026",Mavis Discount Tire,685-916-8798,MAVIS_G_SEM_CP_NORTH CAROLINAS_DISCOUNT TIRE,MAVIS - North Carolinas 2 - Maximize Conversions - Competitors,USD,677.16,10879,0.331,0.1298,0.5392,450,0.1386,100,158.96,4.26,0,0,0,0,0,0,0,0,12.5,0,0,32867,4266.1366,17721.8864,0,12.5,100,13,113,3.61,MAVIS,G,SEM,CP,CP,0,NORTH CAROLINA,DISCOUNT TIRE
"February 22, 2026 - February 28, 2026",Mavis Discount Tire,685-916-8798,MAVIS_G_SEM_BR_SOUTH CAROLINAS_BRAND+,MAVIS - South Carolinas 2 - Maximize Conversions - Brand,USD,6970.62,10502,0.7725,0.1446,0.0829,3242,0.5365,1230,1392.77,5,0,0,0,46,0,0,0,0,272.34,0,0,13595,1965.837,1127.0255,46,272.34,1276,272,1548,3.5,MAVIS,G,SEM,BR,BR,0,SOUTH CAROLINA,BRAND+
"February 22, 2026 - February 28, 2026",Mavis Discount Tire,685-916-8798,MAVIS_G_SEM_NB SERVICE_FLORIDA_AUTO SERVICE,MAVIS - Florida 2 - Maximize Conversions - Non-Brand - Auto Service,USD,1046.04,10482,0.1817,0.184,0.6343,451,0.05,161,179.23,5.84,0,0,0,6,0,0,0,0,16.58,0,0,57688,10614.592,36591.4984,6,16.58,167,17,184,5.5,MAVIS,G,SEM,NB AUTO SERVICE,NB SERVICE,AUTO SERVICE,FLORIDA,AUTO SERVICE
"February 22, 2026 - February 28, 2026",Mavis Discount Tire,685-916-8798,MAVIS_G_SEM_NB OIL CHANGE_NEW YORK - HUDSON VALLEY_OIL CHANGE,MAVIS - New York - Hudson Valley - Maximize Conversions Non-Brand - Oil Change,USD,1767.48,10440,0.4204,0.0936,0.486,539,0.3461,85,160,11.05,0,0,0,12,0,0,0,0,63.17,0,0,24833,2324.3688,12068.838,12,63.17,97,63,160,10,MAVIS,G,SEM,NB OIL CHANGE,NB OIL CHANGE,OIL CHANGE,NEW YORK - HUDSON VALLEY,OIL CHANGE
"February 22, 2026 - February 28, 2026",Mavis Discount Tire,685-916-8798,MAVIS_G_SEM_NB STATE INSPECTION_NEW YORK - HUDSON VALLEY_STATE INSPECTION,MAVIS - New York - Hudson Valley - Maximize Conversions - Non-Brand - Inspection,USD,1940.38,10158,0.4331,0.0227,0.5442,859,0.5257,182,338.02,5.74,0,0,0,16.5,0,0,0,0,139.77,0,0,23454,532.4058,12763.6668,16.5,139.77,199,140,338,4.5,MAVIS,G,SEM,NB STATE INSPECTION,NB STATE INSPECTION,STATE INSPECTION,NEW YORK - HUDSON VALLEY,STATE INSPECTION
"February 22, 2026 - February 28, 2026",Mavis Discount Tire,685-916-8798,MAVIS_G_SEM_NB SERVICE_GEORGIA_AUTO SERVICE,MAVIS - Georgia 2 - Maximize Conversions - Non-Brand - Auto Service,USD,754.51,9933,0.1173,0.0852,0.7975,371,0.1374,31,20.67,36.51,0,0,0,5.5,0,0,0,0,20.67,0,0,84680,7214.736,67532.3,5.5,20.67,37,21,57,30,MAVIS,G,SEM,NB AUTO SERVICE,NB SERVICE,AUTO SERVICE,GEORGIA,AUTO SERVICE
"February 22, 2026 - February 28, 2026",Mavis Discount Tire,685-916-8798,MAVIS_G_SEM_BR_NEW YORK - WEST CENTRAL_BRAND+,MAVIS - New York - West Central - Maximize Conversions - Brand,USD,9833.8,9890,0.6673,0.2914,0.0413,3144,0.4552,1327,1602.22,6.14,0,0,0,42.16,0,0,0,0,374.26,0,0,14821,4318.8394,612.1073,42.16,374.26,1369,374,1743,4.5,MAVIS,G,SEM,BR,BR,BR,NEW YORK - WEST CENTRAL,BRAND+
"February 22, 2026 - February 28, 2026",Mavis Discount Tire,685-916-8798,MAVIS_G_SEM_NB SERVICE_ALABAMA_AUTO SERVICE,MAVIS - Alabama - Maximize Conversions - Non-Brand - Auto Service,USD,1433.69,9576,0.3037,0.0939,0.6024,490,0.1657,220,197.36,7.26,0,0,0,2,0,0,0,0,1,0,0,31531,2960.7608999999998,18994.274400000002,2,1,222,1,223,6.75,MAVIS,G,SEM,NB AUTO SERVICE,NB SERVICE,0,ALABAMA,AUTO SERVICE
"February 22, 2026 - February 28, 2026",Mavis Discount Tire,685-916-8798,MAVIS_G_SEM_CP_FLORIDA_COMPETITORS,MAVIS - Florida 2 - Maximize Conversions - Competitors,USD,417.43,9391,0.2126,0.124,0.6634,317,0.05,89,136.81,3.05,0,0,0,0,0,0,0,0,21.37,0,0,44172,5477.3279999999995,29303.7048,0,21.37,89,21,110,2.76,MAVIS,G,SEM,CP,CP,CP,FLORIDA,COMPETITORS
"February 22, 2026 - February 28, 2026",Mavis Discount Tire,685-916-8798,MAVIS_G_SEM_BR_ALABAMA_BRAND ONLY,MAVIS - Alabama - Maximize Conversions - Brand,USD,2491.37,9388,0.841,0.0675,0.0916,2379,0.5814,695,817.24,3.05,0,0,0,17.17,0,0,0,0,167.02,0,0,11163,753.5025,1022.5308,17.17,167.02,712,167,879,3,MAVIS,G,SEM,BR,BR,0,ALABAMA,BRAND ONLY
"February 22, 2026 - February 28, 2026",Mavis Discount Tire,685-916-8798,MAVIS_G_SEM_CP_NEW JERSEY_COMPETITORS,MAVIS - New Jersey 2 - Maximize Conversions - Competitors,USD,674.96,9325,0.3499,0.0969,0.5533,430,0.1782,113,167.09,4.04,0,0,0,4,0,0,0,0,12.14,0,0,26650,2582.385,14745.445,4,12.14,117,12,129,2.75,MAVIS,G,SEM,CP,CP,CP,NEW JERSEY,COMPETITORS
"February 22, 2026 - February 28, 2026",Mavis Discount Tire,685-916-8798,MAVIS_G_SEM_NB SERVICE_NEW JERSEY_AUTO SERVICE,MAVIS - New Jersey 2 - Maximize Conversions - Non-Brand - Auto Service,USD,658.48,9315,0.1565,0,0.8435,406,0.1433,124,122.64,5.37,0,0,0,1,0,0,0,0,6.83,0,0,59521,0,50205.9635,1,6.83,125,7,132,3.5,MAVIS,G,SEM,NB AUTO SERVICE,NB SERVICE,AUTO SERVICE,NEW JERSEY,AUTO SERVICE
"February 22, 2026 - February 28, 2026",Mavis Discount Tire,685-916-8798,MAVIS_G_SEM_BR_NEW YORK - LONG ISLAND_BRAND+,MAVIS - New York - Long Island 2 - Maximize Conversions - Brand,USD,8288.25,9156,0.7328,0.2364,0.0309,2508,0.5391,965,1166.56,7.1,0,0,0,45.83,0,0,0,0,267.23,0,0,12495,2953.818,386.0955,45.83,267.23,1011,267,1278,5.25,MAVIS,G,SEM,BR,BR,BR,NEW YORK - LONG ISLAND,BRAND+
"February 22, 2026 - February 28, 2026",Mavis Discount Tire,685-916-8798,MAVIS_G_SEM_BR_NORTH CAROLINAS_BRAND+,MAVIS - North Carolinas 2 - Maximize Conversions - Brand,USD,6178.22,9002,0.6814,0.2589,0.0597,3030,0.4959,1207,1271.51,4.86,0,0,0,31.98,0,0,0,0,241.73,0,0,13211,3420.3279,788.6967000000001,31.98,241.73,1239,242,1481,3.5,MAVIS,G,SEM,BR,BR,0,NORTH CAROLINA,BRAND+
"February 22, 2026 - February 28, 2026",Mavis Discount Tire,685-916-8798,MAVIS_G_SEM_NB SERVICE_TEXAS_BRAKES,MAVIS - TEXAS - Maximize Conversions - Non-Brand - Brakes,USD,2160.82,8516,0.2256,0.1868,0.5876,568,0.1708,180,193.82,11.15,0,0,0,1.67,0,0,0,0,22,0,0,37748,7051.3264,22180.7248,1.67,22,182,22,204,7,0,0,0,0,0,0,0,0
"February 22, 2026 - February 28, 2026",Mavis Discount Tire,685-916-8798,MAVIS_G_SEM_NB SERVICE_NEW YORK - HUDSON VALLEY_TIRE SERVICE,MAVIS - New York - Hudson Valley - Maximize Conversions - Non-Brand - Services,USD,1083.91,8358,0.3703,0.0824,0.5473,587,0.3488,148,203.57,5.32,0,0,0,6,0,0,0,0,43.33,0,0,22571,1859.8504,12353.1083,6,43.33,154,43,197,4.5,MAVIS,G,SEM,NB TIRE SERVICE,NB SERVICE,TIRE SERVICE,NEW YORK - HUDSON VALLEY,TIRE SERVICE
"February 22, 2026 - February 28, 2026",Mavis Discount Tire,685-916-8798,MAVIS_G_SEM_NB SERVICE_SOUTH CAROLINAS_TIRE SERVICE,MAVIS - South Carolinas 2 - Maximize Conversions - Non-Brand - Services,USD,1228.53,8165,0.4244,0.0229,0.5527,833,0.4049,221,347.46,3.54,0,0,0,13.5,0,0,0,0,100.3,0,0,19239,440.5731,10633.3953,13.5,100.3,235,100,335,3.4,MAVIS,G,SEM,NB TIRE SERVICE,NB SERVICE,0,SOUTH CAROLINA,TIRE SERVICE
"February 22, 2026 - February 28, 2026",Mavis Discount Tire,685-916-8798,MAVIS_G_SEM_NB SERVICE_FLORIDA_TIRE SERVICE,MAVIS - Florida 2 - Maximize Conversions - Non-Brand - Services,USD,782.44,7942,0.1629,0.2359,0.6012,619,0.05,143,245.73,3.18,0,0,0,7,0,0,0,0,84,0,0,48754,11501.0686,29310.904799999997,7,84,150,84,234,2.93,MAVIS,G,SEM,NB TIRE SERVICE,NB SERVICE,TIRE SERVICE,FLORIDA,TIRE SERVICE
"February 22, 2026 - February 28, 2026",Mavis Discount Tire,685-916-8798,MAVIS_G_SEM_BR_TEXAS_BRAND ONLY,MAVIS - TEXAS - Maximize Conversions - Brand,USD,2689.62,7938,0.8269,0.0772,0.0959,2033,0.5781,514,602.12,4.47,0,0,0,14.83,0,0,0,0,132.74,0,0,9600,741.12,920.64,14.83,132.74,529,133,662,4.3,0,0,0,0,0,0,0,0
"February 22, 2026 - February 28, 2026",Mavis Discount Tire,685-916-8798,MAVIS_G_SEM_NB SERVICE_NEW JERSEY_BRAKES,MAVIS - New Jersey 2 - Maximize Conversions - Non-Brand - Brakes,USD,1554.95,7842,0.2525,0.0777,0.6697,524,0.2982,76,136.78,11.37,0,0,0,13.33,0,0,0,0,41.13,0,0,31057,2413.1289,20798.8729,13.33,41.13,89,41,130,9.5,MAVIS,G,SEM,NB BRAKES,NB SERVICE,BRAKES,NEW JERSEY,BRAKES
"February 22, 2026 - February 28, 2026",Mavis Discount Tire,685-916-8798,MAVIS_G_SEM_BR_NEW YORK - LONG ISLAND_BRAND ONLY,MAVIS - New York - Long Island 2 - Maximize Conversions - Brand,USD,4165.73,7655,0.456,0.5005,0.0435,1737,0.375,396,608.52,6.85,0,0,0,35.68,0,0,0,0,216.31,0,0,16787,8401.893499999998,730.2344999999999,35.68,216.31,432,216,648,5.25,MAVIS,G,SEM,BR,BR,BR,NEW YORK - LONG ISLAND,BRAND ONLY
"February 22, 2026 - February 28, 2026",Mavis Discount Tire,685-916-8798,MAVIS_G_SEM_CP_ILLINOIS_COMPETITORS,MAVIS - Illinois 2 - Maximize Conversions - Competitors,USD,362.17,7268,0.3132,0,0.6868,241,0.1436,47,89.23,4.06,0,0,0,0,0,0,0,0,10.7,0,0,23206,0,15937.880799999999,0,10.7,47,11,58,3.75,MAVIS,G,SEM,CP,CP,CP,ILLINOIS,COMPETITORS
"February 22, 2026 - February 28, 2026",Mavis Discount Tire,685-916-8798,MAVIS_G_SEM_NB SERVICE_ILLINOIS_BRAKES,MAVIS - Illinois 2 - Maximize Conversions - Non-Brand - Brakes,USD,1554.92,7249,0.2252,0.1471,0.6277,530,0.2379,110,146.26,10.63,0,0,0,6,0,0,0,0,35,0,0,32189,4735.0019,20205.0353,6,35,116,35,151,7,MAVIS,G,SEM,NB BRAKES,NB SERVICE,BRAKES,ILLINOIS,BRAKES
"February 22, 2026 - February 28, 2026",Mavis Discount Tire,685-916-8798,MAVIS_G_SEM_NB SERVICE_FLORIDA_BRAKES,MAVIS - Florida 2 - Maximize Conversions - Non-Brand - Brakes,USD,1367.3,7240,0.1617,0.1034,0.7349,617,0.1186,223,247.31,5.53,0,0,0,8.07,0,0,0,0,25.17,0,0,44774,4629.631600000001,32904.4126,8.07,25.17,231,25,256,4.5,MAVIS,G,SEM,NB BRAKES,NB SERVICE,BRAKES,FLORIDA,BRAKES
"February 22, 2026 - February 28, 2026",Mavis Discount Tire,685-916-8798,MAVIS_G_SEM_NB SERVICE_MASSACHUSETTS_TIRE SERVICE,MAVIS - Massachusetts 2 - Maximize Conversions - Non-Brand - Services,USD,918.75,7069,0.4017,0,0.5983,540,0.2957,129,193.25,4.75,0,0,0,12.83,0,0,0,0,40.15,0,0,17598,0,10528.8834,12.83,40.15,142,40,182,3.8,MAVIS,G,SEM,NB TIRE SERVICE,NB SERVICE,TIRE SERVICE,MASSACHUSETTS,TIRE SERVICE
"February 22, 2026 - February 28, 2026",Mavis Discount Tire,685-916-8798,MAVIS_G_SEM_NB SERVICE_GULF STATES_BRAKES,MAVIS - Gulf States - Maximize Conversions - Non-Brand - Brakes,USD,1667.59,7056,0.341,0.1764,0.4826,527,0.3214,159,177.39,9.4,0,0,0,7.5,0,0,0,0,19.03,0,0,20692,3650.0688,9985.9592,7.5,19.03,167,19,186,7.65,MAVIS,G,SEM,NB BRAKES,NB SERVICE,BRAKES,GULF STATES,BRAKES
"February 22, 2026 - February 28, 2026",Mavis Discount Tire,685-916-8798,MAVIS_G_SEM_NB SERVICE_ALABAMA_BRAKES,MAVIS - Alabama - Maximize Conversions - Non-Brand - Brakes,USD,2004.1,7015,0.349,0.1223,0.5287,556,0.315,154,178.5,11.23,0,0,0,3.83,0,0,0,0,35.5,0,0,20100,2458.23,10626.869999999999,3.83,35.5,158,36,193,9,MAVIS,G,SEM,NB BRAKES,NB SERVICE,0,ALABAMA,BRAKES
"February 22, 2026 - February 28, 2026",Mavis Discount Tire,685-916-8798,MAVIS_G_SEM_CP_ALABAMA_COMPETITORS,MAVIS - Alabama - Maximize Conversions - Competitors,USD,677.74,6969,0.5331,0,0.4669,293,0.257,101,116.28,5.83,0,0,0,2.33,0,0,0,0,5.83,0,0,13073,0,6103.7837,2.33,5.83,103,6,109,5,MAVIS,G,SEM,CP,CP,0,ALABAMA,COMPETITORS
"February 22, 2026 - February 28, 2026",Mavis Discount Tire,685-916-8798,MAVIS_G_SEM_BR_ALABAMA_BRAND+,MAVIS - Alabama - Maximize Conversions - Brand,USD,3532.68,6963,0.8319,0.0942,0.0739,2229,0.5735,937,994.37,3.55,0,0,0,26.25,0,0,0,0,131.17,0,0,8370,788.4540000000001,618.5429999999999,26.25,131.17,963,131,1094,3,MAVIS,G,SEM,BR,BR,0,ALABAMA,BRAND+
"February 22, 2026 - February 28, 2026",Mavis Discount Tire,685-916-8798,MAVIS_G_SEM_CP_NEW YORK - WEST CENTRAL_COMPETITORS,MAVIS - New York - West Central - Maximize Conversions - Competitors,USD,472.78,6885,0.4717,0,0.5283,290,0.2052,81,117.83,4.01,0,0,0,6.83,0,0,0,0,6.83,0,0,14596,0,7711.0668,6.83,6.83,88,7,95,2.8,MAVIS,G,SEM,CP,CP,CP,NEW YORK - WEST CENTRAL,COMPETITORS
"February 22, 2026 - February 28, 2026",Mavis Discount Tire,685-916-8798,MAVIS_G_SEM_NB SERVICE_NEW YORK - NYC BOROUGHS_TIRE SERVICE,MAVIS - New York - NYC Boroughs 2 - Maximize Conversions - Non-Brand - Services,USD,326.51,6877,0.2907,0.0817,0.6276,361,0.2204,71,100.56,3.25,0,0,0,5,0,0,0,0,16.33,0,0,23657,1932.7768999999998,14847.1332,5,16.33,76,16,92,3,MAVIS,G,SEM,NB TIRE SERVICE,NB SERVICE,TIRE SERVICE,NEW YORK - NYC BOROUGHS,TIRE SERVICE
"February 22, 2026 - February 28, 2026",Mavis Discount Tire,685-916-8798,MAVIS_G_SEM_NB TIRES_PENNSYLVANIA_WINTER TIRES,MAVIS - Pennsylvania 2 - Maximize Conversions - Non-Brand - Tires,USD,579.92,6859,0.3575,0,0.6425,347,0.2846,6,63.19,9.18,0,0,0,2.7,0,0,0,0,5.17,0,0,19186,0,12327.005,2.7,5.17,9,5,14,4.75,MAVIS,G,SEM,NB TIRES,NB TIRES,WINTER TIRES,PENNSYLVANIA,TIRES
"February 22, 2026 - February 28, 2026",Mavis Discount Tire,685-916-8798,MAVIS_G_SEM_NB SERVICE_TEXAS_AUTO SERVICE,MAVIS - TEXAS - Maximize Conversions - Non-Brand - Auto Service,USD,531.58,6728,0.1588,0.4618,0.3794,234,0.05,73,65.66,8.1,0,0,0,0,0,0,0,0,0.5,0,0,42368,19565.5424,16074.4192,0,0.5,73,1,74,6,0,0,0,0,0,0,0,0
"February 22, 2026 - February 28, 2026",Mavis Discount Tire,685-916-8798,MAVIS_G_SEM_CP_SOUTH CAROLINAS_DISCOUNT TIRE,MAVIS - South Carolinas 2 - Maximize Conversions - Competitors,USD,448.54,6629,0.4119,0,0.5881,309,0.1911,76,96.24,4.66,0,0,0,0,0,0,0,0,12.17,0,0,16094,0,9464.881399999998,0,12.17,76,12,88,3.3,MAVIS,G,SEM,CP,CP,0,SOUTH CAROLINA,DISCOUNT TIRE
"February 22, 2026 - February 28, 2026",Mavis Discount Tire,685-916-8798,MAVIS_G_SEM_NB SERVICE_ILLINOIS_AUTO SERVICE,MAVIS - Illinois 2 - Maximize Conversions - Non-Brand - Auto Service,USD,425.25,6572,0.2084,0,0.7916,221,0.1148,81,81,5.25,0,0,0,1,0,0,0,0,3,0,0,31536,0,24963.8976,1,3,82,3,85,4.5,MAVIS,G,SEM,NB AUTO SERVICE,NB SERVICE,AUTO SERVICE,ILLINOIS,AUTO SERVICE
"February 22, 2026 - February 28, 2026",Mavis Discount Tire,685-916-8798,MAVIS_G_SEM_NB SERVICE_NEW YORK - LONG ISLAND_TIRE SERVICE,MAVIS - New York - Long Island 2 - Maximize Conversions - Non-Brand - Services,USD,867.41,6352,0.2695,0.3451,0.3854,446,0.2591,78,118.52,7.32,0,0,0,4.67,0,0,0,0,24.42,0,0,23570,8134.0070000000005,9083.878,4.67,24.42,83,24,107,5.95,MAVIS,G,SEM,NB TIRE SERVICE,NB SERVICE,TIRE SERVICE,NEW YORK - LONG ISLAND,TIRE SERVICE
"February 22, 2026 - February 28, 2026",Mavis Discount Tire,685-916-8798,MAVIS_G_SEM_NB SERVICE_SOUTH CAROLINAS_AUTO SERVICE,MAVIS - South Carolinas 2 - Maximize Conversions - Non-Brand - Auto Service,USD,557.79,6272,0.2547,0.1065,0.6389,284,0.1567,111,105.9,5.27,0,0,0,2,0,0,0,0,10,0,0,24625,2622.5625,15732.9125,2,10,113,10,123,4,MAVIS,G,SEM,NB AUTO SERVICE,NB SERVICE,0,SOUTH CAROLINA,AUTO SERVICE
"February 22, 2026 - February 28, 2026",Mavis Discount Tire,685-916-8798,MAVIS_G_SEM_NB SERVICE_ILLINOIS_TIRE SERVICE,MAVIS - Illinois 2 - Maximize Conversions - Non-brand - Services,USD,493.92,6180,0.288,0,0.712,484,0.2304,105,175.91,2.81,0,0,0,9,0,0,0,0,60,0,0,21458,0,15278.096,9,60,114,60,174,2.25,MAVIS,G,SEM,NB TIRE SERVICE,NB SERVICE,TIRE SERVICE,ILLINOIS,TIRE SERVICE
"February 22, 2026 - February 28, 2026",Mavis Discount Tire,685-916-8798,MAVIS_G_SEM_NB OIL CHANGE_ILLINOIS_OIL CHANGE,MAVIS - Illinois - Maximize Conversions Non-Brand - Oil Change,USD,437.33,6015,0.128,0,0.872,266,0.05,57,79.68,5.49,0,0,0,3,0,0,0,0,25.5,0,0,46992,0,40977.024,3,25.5,60,26,86,4.75,MAVIS,G,SEM,NB OIL CHANGE,NB OIL CHANGE,OIL CHANGE,ILLINOIS,OIL CHANGE
"February 22, 2026 - February 28, 2026",Mavis Discount Tire,685-916-8798,MAVIS_G_SEM_NB SERVICE_SOUTH CAROLINAS_BRAKES,MAVIS - South Carolinas 2 - Maximize Conversions - Non-Brand - Brakes,USD,1312.54,5873,0.3583,0,0.6417,623,0.3457,171,205.34,6.39,0,0,0,3,0,0,0,0,44.87,0,0,16391,0,10518.104700000002,3,44.87,174,45,219,5.15,MAVIS,G,SEM,NB BRAKES,NB SERVICE,0,SOUTH CAROLINA,BRAKES
"February 22, 2026 - February 28, 2026",Mavis Discount Tire,685-916-8798,MAVIS_G_SEM_NB SERVICE_NEW YORK - LONG ISLAND_AUTO SERVICE,MAVIS - New York - Long Island 2 - Maximize Conversions - Non-Brand - Auto Service,USD,725.48,5760,0.2487,0.1153,0.636,285,0.1346,100,94.32,7.69,0,0,0,0,0,0,0,0,4.5,0,0,23160,2670.348,14729.76,0,4.5,100,5,105,6.38,MAVIS,G,SEM,NB AUTO SERVICE,NB SERVICE,AUTO SERVICE,NEW YORK - LONG ISLAND,AUTO SERVICE
"February 22, 2026 - February 28, 2026",Mavis Discount Tire,685-916-8798,MAVIS_G_SEM_BR_ILLINOIS_BRAND ONLY,MAVIS - Illinois 2 - Maximize Conversions - Brand,USD,2403.71,5656,0.7577,0.1419,0.1004,1494,0.5815,398,502.76,4.78,0,0,0,14.25,0,0,0,0,139.83,0,0,7465,1059.2835,749.486,14.25,139.83,412,140,552,4,MAVIS,G,SEM,BR,BR,BR,ILLINOIS,BRAND ONLY
"February 22, 2026 - February 28, 2026",Mavis Discount Tire,685-916-8798,MAVIS_G_SEM_CP_ILLINOIS_DISCOUNT TIRE,MAVIS - Illinois 2 - Maximize Conversions - Competitors,USD,344.04,5461,0.381,0,0.619,208,0.1561,76,93,3.7,0,0,0,1,0,0,0,0,8.9,0,0,14333,0,8872.127,1,8.9,77,9,86,3.75,MAVIS,G,SEM,CP,CP,CP,ILLINOIS,DISCOUNT TIRE
"February 22, 2026 - February 28, 2026",Mavis Discount Tire,685-916-8798,MAVIS_G_SEM_NB SERVICE_PENNSYLVANIA_AUTO SERVICE,MAVIS - Pennsylvania 2 - Maximize Conversions - Non-Brand - Auto Service,USD,328.41,5441,0.1972,0,0.8028,214,0.162,72,73.8,4.45,0,0,0,2,0,0,0,0,2,0,0,27591,0,22150.054799999998,2,2,74,2,76,3.25,MAVIS,G,SEM,NB AUTO SERVICE,NB SERVICE,AUTO SERVICE,PENNSYLVANIA,AUTO SERVICE
"February 22, 2026 - February 28, 2026",Mavis Discount Tire,685-916-8798,MAVIS_G_SEM_CP_NORTH CAROLINAS_COMPETITORS,MAVIS - North Carolinas 2 - Maximize Conversions - Competitors,USD,383.6,5267,0.2634,0.1732,0.5634,232,0.1612,61,85.38,4.49,0,0,0,1,0,0,0,0,10.33,0,0,19996,3463.3071999999997,11265.7464,1,10.33,62,10,72,3.61,MAVIS,G,SEM,CP,CP,0,NORTH CAROLINA,COMPETITORS
"February 22, 2026 - February 28, 2026",Mavis Discount Tire,685-916-8798,MAVIS_G_SEM_NB SERVICE_NORTH CAROLINAS_AUTO SERVICE,MAVIS - North Carolinas 2 - Maximize Conversions - Non-Brand - Auto Service,USD,229.08,5182,0.1117,0.121,0.7673,265,0.1265,78,74.77,3.06,0,0,0,0,0,0,0,0,3.75,0,0,46392,5613.432,35596.5816,0,3.75,78,4,82,2.55,MAVIS,G,SEM,NB AUTO SERVICE,NB SERVICE,0,NORTH CAROLINA,AUTO SERVICE
"February 22, 2026 - February 28, 2026",Mavis Discount Tire,685-916-8798,MAVIS_G_SEM_NB TIRES_NEW YORK - HUDSON VALLEY_WINTER TIRES,MAVIS - New York - Hudson Valley - Maximize Conversions - Non-Brand - Tires,USD,543.57,5126,0.3079,0.0241,0.668,365,0.2362,6,70.83,7.67,0,0,0,3,0,0,0,0,12.33,0,0,16648,401.2168,11120.864000000001,3,12.33,9,12,21,5.25,MAVIS,G,SEM,NB TIRES,NB TIRES,WINTER TIRES,NEW YORK - HUDSON VALLEY,TIRES
"February 22, 2026 - February 28, 2026",Mavis Discount Tire,685-916-8798,TUF_G_SEM_CP_NATIONAL_COMPETITORS,TUF 2 - National - Maximize Conversions - Competitors,USD,268.64,5081,0.2697,0,0.7303,164,0.1214,63,64.08,4.19,0,0,0,1,0,0,0,0,1.83,0,0,18839,0,13758.1217,1,1.83,64,2,66,4,TUF,G,SEM,CP,CP,CP,NATIONAL,COMPETITORS
"February 22, 2026 - February 28, 2026",Mavis Discount Tire,685-916-8798,MAVIS_G_SEM_NB STATE INSPECTION_NEW YORK - NYC BOROUGHS_STATE INSPECTION,MAVIS - New York - NYC Boroughs - Maximize Conversions - Non-Brand - Inspection,USD,286.65,5073,0.2232,0.4113,0.3655,241,0.1799,50,71.28,4.02,0,0,0,2.75,0,0,0,0,20.5,0,0,22728,9348.0264,8307.083999999999,2.75,20.5,53,21,73,4,MAVIS,G,SEM,NB STATE INSPECTION,NB STATE INSPECTION,STATE INSPECTION,NEW YORK - NYC BOROUGHS,STATE INSPECTION
"February 22, 2026 - February 28, 2026",Mavis Discount Tire,685-916-8798,MAVIS_G_SEM_CP_FLORIDA_DISCOUNT TIRE,MAVIS - Florida 2 - Maximize Conversions - Competitors,USD,159.7,4600,0.2213,0,0.7787,125,0.05,36,51,3.13,0,0,0,1.33,0,0,0,0,6.33,0,0,20786,0,16186.0582,1.33,6.33,37,6,44,2.76,MAVIS,G,SEM,CP,CP,CP,FLORIDA,DISCOUNT TIRE
"February 22, 2026 - February 28, 2026",Mavis Discount Tire,685-916-8798,MAVIS_G_SEM_BR_NEW YORK - NYC BOROUGHS_BRAND ONLY,MAVIS - New York - NYC Boroughs 2 - Maximize Conversions - Brand,USD,790.65,4527,0.3075,0.6085,0.084,636,0.2644,161,237.06,3.34,0,0,0,22.83,0,0,0,0,61.48,0,0,14722,8958.337000000001,1236.6480000000001,22.83,61.48,184,61,245,2.5,MAVIS,G,SEM,BR,BR,BR,NEW YORK - NYC BOROUGHS,BRAND ONLY
"February 22, 2026 - February 28, 2026",Mavis Discount Tire,685-916-8798,MAVIS_G_SEM_CP_SOUTH CAROLINAS_COMPETITORS,MAVIS - South Carolinas 2 - Maximize Conversions - Competitors,USD,382.17,4512,0.3859,0.079,0.5351,227,0.2062,73,83.84,4.56,0,0,0,0,0,0,0,0,12,0,0,11692,923.668,6256.3892000000005,0,12,73,12,85,3.3,MAVIS,G,SEM,CP,CP,0,SOUTH CAROLINA,COMPETITORS
